unix,iso_utc,price
1760086384,2025-10-10T08:53:04+00:00,0.007
1760086444,2025-10-10T08:54:04+00:00,0.0065
1760086518,2025-10-10T08:55:18+00:00,0.0065
1760086565,2025-10-10T08:56:05+00:00,0.0065
1760086624,2025-10-10T08:57:04+00:00,0.0055
1760086683,2025-10-10T08:58:03+00:00,0.0055
1760086743,2025-10-10T08:59:03+00:00,0.006
1760086807,2025-10-10T09:00:07+00:00,0.0065
1760086863,2025-10-10T09:01:03+00:00,0.006
1760086923,2025-10-10T09:02:03+00:00,0.0005
1760086985,2025-10-10T09:03:05+00:00,0.0005
1760087043,2025-10-10T09:04:03+00:00,0.0005
1760087114,2025-10-10T09:05:14+00:00,0.0005
1760087165,2025-10-10T09:06:05+00:00,0.0005
1760087224,2025-10-10T09:07:04+00:00,0.0005
1760087283,2025-10-10T09:08:03+00:00,0.0005
1760087343,2025-10-10T09:09:03+00:00,0.0005
1760087413,2025-10-10T09:10:13+00:00,0.0005
1760087463,2025-10-10T09:11:03+00:00,0.0005
1760087522,2025-10-10T09:12:02+00:00,0.0005
1760087583,2025-10-10T09:13:03+00:00,0.0005
1760087643,2025-10-10T09:14:03+00:00,0.0005
1760087704,2025-10-10T09:15:04+00:00,0.0005
1760087763,2025-10-10T09:16:03+00:00,0.0005
1760087825,2025-10-10T09:17:05+00:00,0.0005
1760087885,2025-10-10T09:18:05+00:00,0.0005
1760087943,2025-10-10T09:19:03+00:00,0.0005
1760088016,2025-10-10T09:20:16+00:00,0.0005
1760088064,2025-10-10T09:21:04+00:00,0.0005
1760088123,2025-10-10T09:22:03+00:00,0.0005
1760088184,2025-10-10T09:23:04+00:00,0.0005
1760088243,2025-10-10T09:24:03+00:00,0.0005
1760088306,2025-10-10T09:25:06+00:00,0.0005
1760088363,2025-10-10T09:26:03+00:00,0.0005
1760088424,2025-10-10T09:27:04+00:00,0.0005
1760088483,2025-10-10T09:28:03+00:00,0.0005
1760088544,2025-10-10T09:29:04+00:00,0.0005
1760088602,2025-10-10T09:30:02+00:00,0.0005
1760088664,2025-10-10T09:31:04+00:00,0.0005
1760088723,2025-10-10T09:32:03+00:00,0.0005
1760088783,2025-10-10T09:33:03+00:00,0.0005
1760088845,2025-10-10T09:34:05+00:00,0.0005
1760088917,2025-10-10T09:35:17+00:00,0.0005
1760088963,2025-10-10T09:36:03+00:00,0.0005
1760089025,2025-10-10T09:37:05+00:00,0.0005
1760089083,2025-10-10T09:38:03+00:00,0.0005
1760089144,2025-10-10T09:39:04+00:00,0.0005
1760089205,2025-10-10T09:40:05+00:00,0.0005
1760089264,2025-10-10T09:41:04+00:00,0.0005
1760089324,2025-10-10T09:42:04+00:00,0.0005
1760089384,2025-10-10T09:43:04+00:00,0.0005
1760089442,2025-10-10T09:44:02+00:00,0.0005
1760089515,2025-10-10T09:45:15+00:00,0.0005
1760089563,2025-10-10T09:46:03+00:00,0.0005
1760089623,2025-10-10T09:47:03+00:00,0.0005
1760089685,2025-10-10T09:48:05+00:00,0.0005
1760089744,2025-10-10T09:49:04+00:00,0.0005
1760089811,2025-10-10T09:50:11+00:00,0.0005
1760089863,2025-10-10T09:51:03+00:00,0.0005
1760089923,2025-10-10T09:52:03+00:00,0.0005
1760089984,2025-10-10T09:53:04+00:00,0.0005
1760090043,2025-10-10T09:54:03+00:00,0.0005
1760090104,2025-10-10T09:55:04+00:00,0.0005
1760090163,2025-10-10T09:56:03+00:00,0.0005
1760090224,2025-10-10T09:57:04+00:00,0.0005
1760090282,2025-10-10T09:58:02+00:00,0.0005
1760090343,2025-10-10T09:59:03+00:00,0.0005
1760090407,2025-10-10T10:00:07+00:00,0.0005
1760090464,2025-10-10T10:01:04+00:00,0.0005
1760090526,2025-10-10T10:02:06+00:00,0.0005
1760090583,2025-10-10T10:03:03+00:00,0.0005
1760090644,2025-10-10T10:04:04+00:00,0.0005
1760090707,2025-10-10T10:05:07+00:00,0.0005
1760090763,2025-10-10T10:06:03+00:00,0.0005
1760090824,2025-10-10T10:07:04+00:00,0.0005
1760090883,2025-10-10T10:08:03+00:00,0.0005
1760090945,2025-10-10T10:09:05+00:00,0.0005
1760091011,2025-10-10T10:10:11+00:00,0.0005
1760091063,2025-10-10T10:11:03+00:00,0.0005
1760091123,2025-10-10T10:12:03+00:00,0.0005
1760091183,2025-10-10T10:13:03+00:00,0.0005
1760091244,2025-10-10T10:14:04+00:00,0.0005
1760091303,2025-10-10T10:15:03+00:00,0.0005
1760091363,2025-10-10T10:16:03+00:00,0.0005
1760091423,2025-10-10T10:17:03+00:00,0.0005
1760091483,2025-10-10T10:18:03+00:00,0.0005
1760091544,2025-10-10T10:19:04+00:00,0.0005
1760091604,2025-10-10T10:20:04+00:00,0.0005
1760091665,2025-10-10T10:21:05+00:00,0.0005
1760091724,2025-10-10T10:22:04+00:00,0.0005
1760091785,2025-10-10T10:23:05+00:00,0.0005
1760091843,2025-10-10T10:24:03+00:00,0.0005
1760091907,2025-10-10T10:25:07+00:00,0.0005
1760091966,2025-10-10T10:26:06+00:00,0.0005
1760092023,2025-10-10T10:27:03+00:00,0.0005
1760092083,2025-10-10T10:28:03+00:00,0.0005
1760092143,2025-10-10T10:29:03+00:00,0.0005
1760092204,2025-10-10T10:30:04+00:00,0.0005
1760092264,2025-10-10T10:31:04+00:00,0.0005
1760092323,2025-10-10T10:32:03+00:00,0.0005
1760092385,2025-10-10T10:33:05+00:00,0.0005
1760092443,2025-10-10T10:34:03+00:00,0.0005
1760092515,2025-10-10T10:35:15+00:00,0.0005
1760092563,2025-10-10T10:36:03+00:00,0.0005
1760092625,2025-10-10T10:37:05+00:00,0.0005
1760092683,2025-10-10T10:38:03+00:00,0.0005
1760092743,2025-10-10T10:39:03+00:00,0.0005
1760092809,2025-10-10T10:40:09+00:00,0.0005
1760092864,2025-10-10T10:41:04+00:00,0.0005
1760092924,2025-10-10T10:42:04+00:00,0.0005
1760092984,2025-10-10T10:43:04+00:00,0.0005
1760093043,2025-10-10T10:44:03+00:00,0.0005
1760093106,2025-10-10T10:45:06+00:00,0.0005
1760093166,2025-10-10T10:46:06+00:00,0.0005
1760093224,2025-10-10T10:47:04+00:00,0.0005
1760093284,2025-10-10T10:48:04+00:00,0.0005
1760093344,2025-10-10T10:49:04+00:00,0.0005
1760093409,2025-10-10T10:50:09+00:00,0.0005
1760093463,2025-10-10T10:51:03+00:00,0.0005
1760093524,2025-10-10T10:52:04+00:00,0.0005
1760093584,2025-10-10T10:53:04+00:00,0.0005
1760093644,2025-10-10T10:54:04+00:00,0.0005
