ticker,created_time,price,count,taker_side,trade_id
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:56:23.474151Z,0.99,454,no,ace257c4-7255-5139-fc6c-dfffee9043e3
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:56:23.474151Z,0.99,11,no,88329b05-bbf5-5594-c875-d0de814a05d2
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:22:00.469073Z,0.98,93,no,745e6e3b-9378-4dee-0da8-db159f2c8044
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:59.656551Z,0.99,552,yes,8871f753-6ca7-5301-d013-fa86268cab08
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:59.656551Z,0.99,200,yes,13feb485-dc0a-58f5-fb02-82869098cb4c
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:57.140334Z,0.98,100,yes,b184cbf9-ba2b-6166-1f3c-7639b7566855
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:53.601789Z,0.01,98,no,d7fe9722-acfc-6edb-0925-75a0626bf933
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:51.365612Z,0.97,100,no,55269eb7-af1b-7bdd-56f0-c7de8682d195
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:42.196765Z,0.97,100,yes,204ff01e-05f3-435b-3330-e8f25370ae0a
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:28.931642Z,0.91,2,yes,81a95077-ebf3-7563-4437-5a7651d15338
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:28.931642Z,0.95,100,yes,1b771eb9-9178-7d3f-6ac3-5dabe929a89e
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:21:25.339457Z,0.91,98,yes,cc5bf54a-b66f-745b-f037-8ea6bfb26834
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:04:12.012398Z,0.27,17,yes,238884ee-cf28-5b39-5643-b279f186e8c0
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:02:58.649028Z,0.25,5,yes,36c1d94e-b044-71ed-56c7-702e5bc0a4a5
KXMAMDANIMENTION-25NOV06-ADAM,2025-11-05T16:02:53.085218Z,0.25,100,yes,25d2674c-657f-6884-9879-f8f8b612d058
